ID,brand,model,vehiclenumber,cost,status,duration
93738,bajaj,,61,30686,,0
93739,bajaj1,,47,40938,,0
93740,honda,,50,28401,,0
93741,suzuki,,49,20071,,0
93742,suzuki25,,30,25531,,0
93743,bajaj,,62,37879,,0
93744,bajaj1,,35,49451,,0
93745,honda,,69,30764,,0
93746,suzuki,,68,47490,,0
93747,suzuki25,,29,40555,,0
93748,bajaj,,32,25444,,0
93749,bajaj1,,26,27549,,0
93750,honda,,54,44335,,0
93751,suzuki,,65,46118,,0
93752,suzuki25,,42,39565,,0
93753,bajaj,,22,34331,,0
93754,bajaj1,,27,32837,,0
93755,honda,,20,25519,,0
93756,suzuki,,22,45655,,0
93757,suzuki25,,59,33263,,0
93758,bajaj,,37,22599,,0
93759,bajaj1,,49,24496,,0
93760,honda,,32,23481,,0
93761,suzuki,,69,51397,,0
93762,suzuki25,,51,42302,,0
93763,bajaj,,28,39285,,0
93764,bajaj1,,43,39790,,0
93765,honda,,61,22060,,0
93766,suzuki,,56,38967,,0
93767,suzuki25,,62,27504,,0
93768,bajaj,,26,51316,,0
93769,bajaj1,,34,43543,,0
93770,honda,,34,43457,,0
93771,suzuki,,33,21431,,0
93772,suzuki25,,26,39566,,0
93773,bajaj,,52,52063,,0
93774,bajaj1,,51,45171,,0
93775,honda,,34,48772,,0
93776,suzuki,,50,51395,,0
93777,suzuki25,,21,23102,,0
93778,bajaj,,41,34660,,0
93779,bajaj1,,34,24757,,0
93780,honda,,46,47070,,0
93781,suzuki,,32,45781,,0
93782,suzuki25,,50,50353,,0
93783,bajaj,,30,41546,,0
93784,bajaj1,,55,47340,,0
93785,honda,,56,40872,,0
93786,suzuki,,49,32763,,0
93787,suzuki25,,28,39145,,0
93788,bajaj,,59,22465,,0
93789,bajaj1,,36,39965,,0
93790,honda,,54,43239,,0
93791,suzuki,,42,37469,,0
93792,suzuki25,,41,47475,,0
93793,bajaj,,52,42753,,0
93794,bajaj1,,26,28060,,0
93795,honda,,20,44819,,0
93796,suzuki,,29,35548,,0
93797,suzuki25,,36,42243,,0
93798,bajaj,,55,45384,,0
93799,bajaj1,,40,35995,,0
93800,honda,,59,32541,,0
93801,suzuki,,69,21302,,0
93802,suzuki25,,46,37531,,0
93803,bajaj,,22,32813,,0
93804,bajaj1,,52,24086,,0
93805,honda,,47,51603,,0
93806,suzuki,,64,33354,,0
93807,suzuki25,,45,24866,,0
93808,bajaj,,45,41711,,0
93809,bajaj1,,63,36212,,0
93810,honda,,48,27021,,0
93811,suzuki,,67,25463,,0
93812,suzuki25,,45,43666,,0
93813,bajaj,,33,46107,,0
93814,bajaj1,,58,24738,,0
93815,honda,,47,33357,,0
93816,suzuki,,34,29230,,0
93817,suzuki25,,28,38185,,0
93818,bajaj,,67,30024,,0
93819,bajaj1,,30,31339,,0
93820,honda,,34,26037,,0
93821,suzuki,,37,36135,,0
93822,suzuki25,,21,33092,,0
93823,bajaj,,26,21691,,0
93824,bajaj1,,21,48735,,0
93825,honda,,50,20481,,0
93826,suzuki,,48,37088,,0
93827,suzuki25,,67,32969,,0
93828,bajaj,,55,28966,,0
93829,bajaj1,,60,52102,,0
93830,honda,,47,22887,,0
93831,suzuki,,27,32583,,0
93832,suzuki25,,35,44359,,0
93833,bajaj,,24,39401,,0
93834,bajaj1,,57,49066,,0
93835,honda,,56,40075,,0
93836,suzuki,,28,27335,,0
93837,suzuki25,,64,33859,,0
93838,bajaj,,32,28287,,0
93839,bajaj1,,62,47887,,0
93840,honda,,47,35052,,0
93841,suzuki,,57,38159,,0
93842,suzuki25,,42,32060,,0
93843,bajaj,,26,44529,,0
93844,bajaj1,,57,31936,,0
93845,honda,,67,47788,,0
93846,suzuki,,35,42560,,0
93847,suzuki25,,24,41841,,0
93848,bajaj,,68,36754,,0
93849,bajaj1,,68,31198,,0
93850,honda,,64,36202,,0
93851,suzuki,,55,40822,,0
93852,suzuki25,,40,44404,,0
93853,bajaj,,32,45134,,0
93854,bajaj1,,61,38560,,0
93855,honda,,23,34312,,0
93856,suzuki,,20,50110,,0
93857,suzuki25,,55,26373,,0
93858,bajaj,,28,52298,,0
93859,bajaj1,,29,46551,,0
93860,honda,,33,44937,,0
93861,suzuki,,49,46325,,0
93862,suzuki25,,51,21973,,0
93863,bajaj,,39,45747,,0
93864,bajaj1,,54,48180,,0
93865,honda,,38,45425,,0
93866,suzuki,,57,32304,,0
93867,suzuki25,,58,24594,,0
93868,bajaj,,28,45539,,0
93869,bajaj1,,43,30384,,0
93870,honda,,54,51794,,0
93871,suzuki,,61,52109,,0
93872,suzuki25,,46,29692,,0
93873,bajaj,,26,46157,,0
93874,bajaj1,,61,40882,,0
93875,honda,,69,34659,,0
93876,suzuki,,67,44968,,0
93877,suzuki25,,61,20938,,0
93878,bajaj,,27,31437,,0
93879,bajaj1,,39,38133,,0
93880,honda,,58,39512,,0
93881,suzuki,,20,41224,,0
93882,suzuki25,,58,46499,,0
93883,bajaj,,39,24392,,0
93884,bajaj1,,37,49213,,0
93885,honda,,40,41168,,0
93886,suzuki,,45,24123,,0
93887,suzuki25,,21,50567,,0
93888,bajaj,,61,25294,,0
93889,bajaj1,,44,20302,,0
93890,honda,,45,40219,,0
93891,suzuki,,36,46462,,0
93892,suzuki25,,66,26438,,0
93893,bajaj,,36,35985,,0
93894,bajaj1,,67,43984,,0
93895,honda,,31,22047,,0
93896,suzuki,,61,21796,,0
93897,suzuki25,,49,36109,,0
93898,bajaj,,57,23404,,0
93899,bajaj1,,37,49665,,0
93900,honda,,35,25769,,0
93901,suzuki,,30,23576,,0
93902,suzuki25,,24,43779,,0
93903,bajaj,,60,20956,,0
93904,bajaj1,,38,40285,,0
93905,honda,,49,28272,,0
93906,suzuki,,41,28205,,0
93907,suzuki25,,49,30478,,0
93908,bajaj,,24,33931,,0
93909,bajaj1,,34,50356,,0
93910,honda,,28,33672,,0
93911,suzuki,,52,42521,,0
93912,suzuki25,,47,23488,,0
93913,bajaj,,66,40422,,0
93914,bajaj1,,65,39731,,0
93915,honda,,48,20771,,0
93916,suzuki,,56,28496,,0
93917,suzuki25,,30,47599,,0
93918,bajaj,,32,36179,,0
93919,bajaj1,,29,29301,,0
93920,honda,,23,29905,,0
93921,suzuki,,40,44059,,0
93922,suzuki25,,63,49297,,0
93923,bajaj,,67,42748,,0
93924,bajaj1,,65,31134,,0
93925,honda,,49,48537,,0
93926,suzuki,,66,41114,,0
93927,suzuki25,,68,22731,,0
93928,bajaj,,54,24917,,0
93929,bajaj1,,43,24573,,0
93930,honda,,46,42143,,0
93931,suzuki,,33,31127,,0
93932,suzuki25,,21,29786,,0
93933,bajaj,,20,44989,,0
93934,bajaj1,,28,26067,,0
93935,honda,,54,52538,,0
93936,suzuki,,64,32338,,0
93937,suzuki25,,44,34487,,0
93938,bajaj,,57,50671,,0
93939,bajaj1,,50,50225,,0
93940,honda,,58,31912,,0
93941,suzuki,,63,40618,,0
93942,suzuki25,,63,42417,,0
93943,bajaj,,55,26142,,0
93944,bajaj1,,38,23819,,0
93945,honda,,33,50104,,0
93946,suzuki,,68,43864,,0
93947,suzuki25,,29,52294,,0
93948,bajaj,,56,52206,,0
93949,bajaj1,,38,38635,,0
93950,honda,,27,39210,,0
93951,suzuki,,47,44051,,0
93952,suzuki25,,60,37638,,0
93953,bajaj,,51,24748,,0
93954,bajaj1,,26,46062,,0
93955,honda,,51,29076,,0
93956,suzuki,,68,34768,,0
93957,suzuki25,,22,29517,,0
93958,bajaj,,32,47475,,0
93959,bajaj1,,36,27128,,0
93960,honda,,62,35337,,0
93961,suzuki,,45,40321,,0
93962,suzuki25,,66,26375,,0
93963,bajaj,,20,32279,,0
93964,bajaj1,,21,37428,,0
93965,honda,,39,44255,,0
93966,suzuki,,61,36864,,0
93967,suzuki25,,60,31977,,0
93968,bajaj,,33,20504,,0
93969,bajaj1,,64,32867,,0
93970,honda,,58,50231,,0
93971,suzuki,,63,30220,,0
93972,suzuki25,,69,22847,,0
93973,bajaj,,52,43756,,0
93974,bajaj1,,61,34440,,0
93975,honda,,42,42051,,0
93976,suzuki,,55,26488,,0
93977,suzuki25,,69,42431,,0
93978,bajaj,,49,37716,,0
93979,bajaj1,,51,26609,,0
93980,honda,,49,42837,,0
93981,suzuki,,34,37634,,0
93982,suzuki25,,20,46847,,0
93983,bajaj,,53,20898,,0
93984,bajaj1,,39,38574,,0
93985,honda,,24,36930,,0
93986,suzuki,,31,46194,,0
93987,suzuki25,,30,48259,,0
93988,bajaj,,51,29468,,0
93989,bajaj1,,38,39150,,0
93990,honda,,52,48025,,0
93991,suzuki,,69,30949,,0
93992,suzuki25,,50,47231,,0
93993,bajaj,,39,30937,,0
93994,bajaj1,,43,28646,,0
93995,honda,,25,34494,,0
93996,suzuki,,55,44921,,0
93997,suzuki25,,66,20156,,0
93998,bajaj,,39,32461,,0
93999,bajaj1,,54,24616,,0
94000,honda,,21,35825,,0
94001,suzuki,,39,40626,,0
94002,suzuki25,,68,50758,,0
94003,bajaj,,39,21472,,0
94004,bajaj1,,24,39824,,0
94005,honda,,43,29883,,0
94006,suzuki,,64,35662,,0
94007,suzuki25,,24,28616,,0
94008,bajaj,,67,33863,,0
94009,bajaj1,,52,38713,,0
94010,honda,,28,49254,,0
94011,suzuki,,28,31589,,0
94012,suzuki25,,45,37575,,0
94013,bajaj,,69,51574,,0
94014,bajaj1,,32,23570,,0
94015,honda,,67,33377,,0
94016,suzuki,,27,39176,,0
94017,suzuki25,,62,40476,,0
94018,bajaj,,39,48987,,0
94019,bajaj1,,53,28427,,0
94020,honda,,36,23747,,0
94021,suzuki,,26,22971,,0
94022,suzuki25,,58,44110,,0
94023,bajaj,,54,46290,,0
94024,bajaj1,,45,38392,,0
94025,honda,,66,25926,,0
94026,suzuki,,52,52347,,0
94027,suzuki25,,20,35534,,0
94028,bajaj,,27,32104,,0
94029,bajaj1,,43,20630,,0
94030,honda,,27,51063,,0
94031,suzuki,,54,46647,,0
94032,suzuki25,,38,27419,,0
94033,bajaj,,23,25830,,0
94034,bajaj1,,24,26970,,0
94035,honda,,32,25835,,0
94036,suzuki,,53,34012,,0
94037,suzuki25,,41,51030,,0
94038,bajaj,,34,22850,,0
94039,bajaj1,,57,38893,,0
94040,honda,,46,31929,,0
94041,suzuki,,31,43880,,0
94042,suzuki25,,53,24526,,0
94043,bajaj,,26,40417,,0
94044,bajaj1,,43,24452,,0
94045,honda,,30,38278,,0
94046,suzuki,,55,48547,,0
94047,suzuki25,,27,40337,,0
94048,bajaj,,58,29524,,0
94049,bajaj1,,61,44410,,0
94050,honda,,46,37355,,0
94051,suzuki,,46,45162,,0
94052,suzuki25,,63,42500,,0
94053,bajaj,,36,41204,,0
94054,bajaj1,,38,20689,,0
94055,honda,,24,36096,,0
94056,suzuki,,48,35762,,0
94057,suzuki25,,63,38407,,0
94058,bajaj,,68,51718,,0
94059,bajaj1,,47,49542,,0
94060,honda,,22,27970,,0
94061,suzuki,,50,44460,,0
94062,suzuki25,,54,48960,,0
94063,bajaj,,24,32342,,0
94064,bajaj1,,43,26329,,0
94065,honda,,47,38462,,0
94066,suzuki,,62,35509,,0
94067,suzuki25,,30,28783,,0
94068,bajaj,,56,38498,,0
94069,bajaj1,,54,44541,,0
94070,honda,,46,21924,,0
94071,suzuki,,22,44018,,0
94072,suzuki25,,66,23052,,0
94073,bajaj,,51,46475,,0
94074,bajaj1,,40,24268,,0
94075,honda,,46,42661,,0
94076,suzuki,,66,40650,,0
94077,suzuki25,,53,37490,,0
94078,bajaj,,43,20723,,0
94079,bajaj1,,41,49776,,0
94080,honda,,68,48850,,0
94081,suzuki,,61,41372,,0
94082,suzuki25,,50,43361,,0
94083,bajaj,,23,26595,,0
94084,bajaj1,,42,28703,,0
94085,honda,,66,39385,,0
94086,suzuki,,62,44642,,0
94087,suzuki25,,47,45229,,0
94088,bajaj,,52,49903,,0
94089,bajaj1,,33,32349,,0
94090,honda,,47,30152,,0
94091,suzuki,,30,41510,,0
94092,suzuki25,,61,45125,,0
94093,bajaj,,30,41279,,0
94094,bajaj1,,52,31590,,0
94095,honda,,42,30662,,0
94096,suzuki,,45,47208,,0
94097,suzuki25,,64,46587,,0
94098,bajaj,,38,51094,,0
94099,bajaj1,,52,32172,,0
94100,honda,,33,37218,,0
94101,suzuki,,39,29680,,0
94102,suzuki25,,28,42420,,0
94103,bajaj,,59,31512,,0
94104,bajaj1,,64,25986,,0
94105,honda,,24,51427,,0
94106,suzuki,,39,27297,,0
94107,suzuki25,,53,44273,,0
94108,bajaj,,62,41435,,0
94109,bajaj1,,40,39802,,0
94110,honda,,21,52033,,0
94111,suzuki,,30,20544,,0
94112,suzuki25,,23,21698,,0
94113,bajaj,,22,40386,,0
94114,bajaj1,,44,49917,,0
94115,honda,,62,48307,,0
94116,suzuki,,28,40020,,0
94117,suzuki25,,31,44970,,0
94118,bajaj,,28,35394,,0
94119,bajaj1,,25,36635,,0
94120,honda,,58,42222,,0
94121,suzuki,,49,20870,,0
94122,suzuki25,,34,40192,,0
94123,bajaj,,61,25582,,0
94124,bajaj1,,29,47027,,0
94125,honda,,62,42637,,0
94126,suzuki,,69,20779,,0
94127,suzuki25,,56,41414,,0
94128,bajaj,,20,22794,,0
94129,bajaj1,,22,34651,,0
94130,honda,,22,32062,,0
94131,suzuki,,35,21472,,0
94132,suzuki25,,30,30492,,0
94133,bajaj,,35,42096,,0
94134,bajaj1,,43,44723,,0
94135,honda,,46,38046,,0
94136,suzuki,,45,43098,,0
94137,suzuki25,,47,47278,,0
94138,bajaj,,35,28812,,0
94139,bajaj1,,47,34822,,0
94140,honda,,41,31222,,0
94141,suzuki,,60,52191,,0
94142,suzuki25,,28,41421,,0
94143,bajaj,,32,26176,,0
94144,bajaj1,,42,20069,,0
94145,honda,,53,34093,,0
94146,suzuki,,42,23552,,0
94147,suzuki25,,23,38428,,0
94148,bajaj,,29,52196,,0
94149,bajaj1,,64,36264,,0
94150,honda,,58,27056,,0
94151,suzuki,,45,22409,,0
94152,suzuki25,,58,23279,,0
94153,bajaj,,66,33476,,0
94154,bajaj1,,33,52462,,0
94155,honda,,30,32287,,0
94156,suzuki,,64,46283,,0
94157,suzuki25,,39,30936,,0
94158,bajaj,,20,21967,,0
94159,bajaj1,,49,48022,,0
94160,honda,,28,33277,,0
94161,suzuki,,39,36256,,0
94162,suzuki25,,66,51435,,0
94163,bajaj,,65,31309,,0
94164,bajaj1,,49,35025,,0
94165,honda,,66,35516,,0
94166,suzuki,,64,38368,,0
94167,suzuki25,,43,51140,,0
94168,bajaj,,31,27605,,0
94169,bajaj1,,66,38958,,0
94170,honda,,58,40397,,0
94171,suzuki,,26,20258,,0
94172,suzuki25,,66,30811,,0
94173,bajaj,,32,32480,,0
94174,bajaj1,,52,35288,,0
94175,honda,,38,25521,,0
94176,suzuki,,58,34042,,0
94177,suzuki25,,45,31516,,0
94178,bajaj,,57,45480,,0
94179,bajaj1,,54,39772,,0
94180,honda,,69,24589,,0
94181,suzuki,,62,40722,,0
94182,suzuki25,,69,37356,,0
94183,bajaj,,54,31032,,0
94184,bajaj1,,36,20019,,0
94185,honda,,21,50518,,0
94186,suzuki,,40,21202,,0
94187,suzuki25,,62,43000,,0
94188,bajaj,,34,39117,,0
94189,bajaj1,,21,37727,,0
94190,honda,,51,24208,,0
94191,suzuki,,31,50295,,0
94192,suzuki25,,28,44164,,0
94193,bajaj,,50,35849,,0
94194,bajaj1,,28,34783,,0
94195,honda,,48,47154,,0
94196,suzuki,,37,51136,,0
94197,suzuki25,,54,45588,,0
94198,bajaj,,53,49275,,0
94199,bajaj1,,24,41931,,0
94200,honda,,29,47409,,0
94201,suzuki,,29,47778,,0
94202,suzuki25,,63,24485,,0
94203,bajaj,,41,22919,,0
94204,bajaj1,,46,44618,,0
94205,honda,,60,20413,,0
94206,suzuki,,33,30881,,0
94207,suzuki25,,35,26577,,0
94208,bajaj,,39,37313,,0
94209,bajaj1,,24,25295,,0
94210,honda,,66,49463,,0
94211,suzuki,,66,46005,,0
94212,suzuki25,,21,31249,,0
94213,bajaj,,38,36648,,0
94214,bajaj1,,63,34870,,0
94215,honda,,24,41830,,0
94216,suzuki,,53,43001,,0
94217,suzuki25,,68,35964,,0
94218,bajaj,,28,48109,,0
94219,bajaj1,,31,22713,,0
94220,honda,,27,38138,,0
94221,suzuki,,52,45410,,0
94222,suzuki25,,46,32944,,0
94223,bajaj,,36,31655,,0
94224,bajaj1,,29,37340,,0
94225,honda,,54,34262,,0
94226,suzuki,,25,22361,,0
94227,suzuki25,,53,38095,,0
94228,bajaj,,26,29993,,0
94229,bajaj1,,23,26040,,0
94230,honda,,20,21444,,0
94231,suzuki,,69,30706,,0
94232,suzuki25,,41,22960,,0
94233,bajaj,,47,45899,,0
94234,bajaj1,,60,25426,,0
94235,honda,,25,48757,,0
94236,suzuki,,43,27908,,0
94237,suzuki25,,28,39351,,0
94238,bajaj,,46,41832,,0
94239,bajaj1,,31,20962,,0
94240,honda,,38,52731,,0
94241,suzuki,,33,24455,,0
94242,suzuki25,,48,51181,,0
94243,bajaj,,69,34407,,0
94244,bajaj1,,44,31536,,0
94245,honda,,61,51499,,0
94246,suzuki,,27,37327,,0
94247,suzuki25,,21,50517,,0
94248,bajaj,,41,20865,,0
94249,bajaj1,,31,35703,,0
94250,honda,,38,21886,,0
94251,suzuki,,28,51106,,0
94252,suzuki25,,62,39569,,0
94253,bajaj,,28,20002,,0
94254,bajaj1,,53,37230,,0
94255,honda,,61,24680,,0
94256,suzuki,,25,43847,,0
94257,suzuki25,,53,48712,,0
94258,bajaj,,31,38042,,0
94259,bajaj1,,67,22373,,0
94260,honda,,33,37453,,0
94261,suzuki,,64,45289,,0
94262,suzuki25,,59,46332,,0
94263,bajaj,,53,21369,,0
94264,bajaj1,,57,22162,,0
94265,honda,,67,21864,,0
94266,suzuki,,55,38422,,0
94267,suzuki25,,42,21802,,0
94268,bajaj,,53,50632,,0
94269,bajaj1,,23,30732,,0
94270,honda,,44,32621,,0
94271,suzuki,,46,49443,,0
94272,suzuki25,,36,21223,,0
94273,bajaj,,29,21634,,0
94274,bajaj1,,52,49928,,0
94275,honda,,43,31408,,0
94276,suzuki,,60,33960,,0
94277,suzuki25,,60,30810,,0
94278,bajaj,,61,46069,,0
94279,bajaj1,,64,36420,,0
94280,honda,,63,29707,,0
94281,suzuki,,61,46469,,0
94282,suzuki25,,46,44229,,0
94283,bajaj,,62,27636,,0
94284,bajaj1,,58,23250,,0
94285,honda,,44,42206,,0
94286,suzuki,,66,42507,,0
94287,suzuki25,,35,45562,,0
94288,bajaj,,22,45571,,0
94289,bajaj1,,61,47262,,0
94290,honda,,64,23776,,0
94291,suzuki,,26,34610,,0
94292,suzuki25,,57,24682,,0
94293,bajaj,,68,24294,,0
94294,bajaj1,,64,35170,,0
94295,honda,,68,34208,,0
94296,suzuki,,66,30997,,0
94297,suzuki25,,68,46136,,0
94298,bajaj,,46,42289,,0
94299,bajaj1,,44,46312,,0
94300,honda,,21,35286,,0
94301,suzuki,,31,50686,,0
94302,suzuki25,,69,49648,,0
94303,bajaj,,21,38100,,0
94304,bajaj1,,53,31173,,0
94305,honda,,22,25858,,0
94306,suzuki,,37,28618,,0
94307,suzuki25,,35,47058,,0
94308,bajaj,,43,30651,,0
94309,bajaj1,,35,34805,,0
94310,honda,,35,46058,,0
94311,suzuki,,22,28020,,0
94312,suzuki25,,64,30936,,0
94313,bajaj,,48,48617,,0
94314,bajaj1,,26,36610,,0
94315,honda,,23,31982,,0
94316,suzuki,,69,50941,,0
94317,suzuki25,,41,45270,,0
94318,bajaj,,53,37829,,0
94319,bajaj1,,40,28571,,0
94320,honda,,33,40787,,0
94321,suzuki,,49,47128,,0
94322,suzuki25,,63,36205,,0
94323,bajaj,,68,27512,,0
94324,bajaj1,,28,24770,,0
94325,honda,,40,31471,,0
94326,suzuki,,61,46646,,0
94327,suzuki25,,59,40360,,0
94328,bajaj,,39,51835,,0
94329,bajaj1,,64,41726,,0
94330,honda,,31,32225,,0
94331,suzuki,,28,46318,,0
94332,suzuki25,,56,51823,,0
94333,bajaj,,55,40652,,0
94334,bajaj1,,26,24626,,0
94335,honda,,43,27702,,0
94336,suzuki,,39,23509,,0
94337,suzuki25,,38,29767,,0
94338,bajaj,,52,52082,,0
94339,bajaj1,,20,42252,,0
94340,honda,,52,30120,,0
94341,suzuki,,67,41788,,0
94342,suzuki25,,50,38638,,0
94343,bajaj,,45,37411,,0
94344,bajaj1,,60,35110,,0
94345,honda,,31,38880,,0
94346,suzuki,,37,35190,,0
94347,suzuki25,,35,29136,,0
94348,bajaj,,66,36947,,0
94349,bajaj1,,49,44362,,0
94350,honda,,45,28638,,0
94351,suzuki,,56,22669,,0
94352,suzuki25,,49,44148,,0
94353,bajaj,,48,49142,,0
94354,bajaj1,,49,50048,,0
94355,honda,,30,35703,,0
94356,suzuki,,46,21652,,0
94357,suzuki25,,52,20548,,0
94358,bajaj,,46,24761,,0
94359,bajaj1,,52,27343,,0
94360,honda,,65,37891,,0
94361,suzuki,,67,46327,,0
94362,suzuki25,,28,52584,,0
94363,bajaj,,45,27772,,0
94364,bajaj1,,38,22737,,0
94365,honda,,62,23991,,0
94366,suzuki,,37,36722,,0
94367,suzuki25,,52,42632,,0
94368,bajaj,,28,21079,,0
94369,bajaj1,,34,42383,,0
94370,honda,,23,37696,,0
94371,suzuki,,30,27039,,0
94372,suzuki25,,60,24495,,0
94373,bajaj,,54,46447,,0
94374,bajaj1,,43,41535,,0
94375,honda,,67,27539,,0
94376,suzuki,,29,36407,,0
94377,suzuki25,,63,30379,,0
94378,bajaj,,38,26975,,0
94379,bajaj1,,56,33243,,0
94380,honda,,65,43027,,0
94381,suzuki,,61,38267,,0
94382,suzuki25,,54,36757,,0
94383,bajaj,,30,27663,,0
94384,bajaj1,,28,21160,,0
94385,honda,,60,37753,,0
94386,suzuki,,42,23642,,0
94387,suzuki25,,48,44653,,0
94388,bajaj,,27,48417,,0
94389,bajaj1,,46,27174,,0
94390,honda,,60,28201,,0
94391,suzuki,,39,31831,,0
94392,suzuki25,,31,24301,,0
94393,bajaj,,23,48485,,0
94394,bajaj1,,54,33029,,0
94395,honda,,27,45779,,0
94396,suzuki,,27,50750,,0
94397,suzuki25,,40,40446,,0
94398,bajaj,,44,50416,,0
94399,bajaj1,,54,25354,,0
94400,honda,,21,30348,,0
94401,suzuki,,52,23580,,0
94402,suzuki25,,64,50293,,0
94403,bajaj,,42,27849,,0
94404,bajaj1,,39,22289,,0
94405,honda,,28,27087,,0
94406,suzuki,,65,23327,,0
94407,suzuki25,,43,43267,,0
94408,bajaj,,20,45387,,0
94409,bajaj1,,64,52619,,0
94410,honda,,69,48127,,0
94411,suzuki,,29,42061,,0
94412,suzuki25,,56,49021,,0
94413,bajaj,,56,42151,,0
94414,bajaj1,,31,34859,,0
94415,honda,,45,26977,,0
94416,suzuki,,66,52013,,0
94417,suzuki25,,35,46560,,0
94418,bajaj,,47,30009,,0
94419,bajaj1,,60,23452,,0
94420,honda,,54,23463,,0
94421,suzuki,,45,37844,,0
94422,suzuki25,,48,33736,,0
94423,bajaj,,66,41344,,0
94424,bajaj1,,62,29817,,0
94425,honda,,63,20359,,0
94426,suzuki,,25,50680,,0
94427,suzuki25,,59,40754,,0
94428,bajaj,,54,25590,,0
94429,bajaj1,,57,47840,,0
94430,honda,,52,46573,,0
94431,suzuki,,21,33020,,0
94432,suzuki25,,37,41395,,0
94433,bajaj,,54,47917,,0
94434,bajaj1,,20,40016,,0
94435,honda,,50,21964,,0
94436,suzuki,,49,48397,,0
94437,suzuki25,,38,43931,,0
94438,bajaj,,34,34509,,0
94439,bajaj1,,38,47540,,0
94440,honda,,27,23456,,0
94441,suzuki,,42,20415,,0
94442,suzuki25,,22,20118,,0
94443,bajaj,,25,36968,,0
94444,bajaj1,,25,51153,,0
94445,honda,,25,22033,,0
94446,suzuki,,37,44766,,0
94447,suzuki25,,29,20419,,0
94448,bajaj,,36,36678,,0
94449,bajaj1,,40,27243,,0
94450,honda,,50,27487,,0
94451,suzuki,,36,23107,,0
94452,suzuki25,,24,45416,,0
94453,bajaj,,39,22670,,0
94454,bajaj1,,36,34517,,0
94455,honda,,39,27016,,0
94456,suzuki,,43,24040,,0
94457,suzuki25,,50,48797,,0
94458,bajaj,,42,35201,,0
94459,bajaj1,,35,35033,,0
94460,honda,,59,49975,,0
94461,suzuki,,34,20384,,0
94462,suzuki25,,34,22439,,0
94463,bajaj,,42,40863,,0
94464,bajaj1,,26,27916,,0
94465,honda,,30,42498,,0
94466,suzuki,,21,38929,,0
94467,suzuki25,,36,35815,,0
94468,bajaj,,63,45795,,0
94469,bajaj1,,65,42515,,0
94470,honda,,20,43657,,0
94471,suzuki,,38,52452,,0
94472,suzuki25,,51,46712,,0
94473,bajaj,,32,28807,,0
94474,bajaj1,,38,44642,,0
94475,honda,,54,48491,,0
94476,suzuki,,22,29264,,0
94477,suzuki25,,51,25846,,0
94478,bajaj,,40,39152,,0
94479,bajaj1,,31,24182,,0
94480,honda,,65,22576,,0
94481,suzuki,,42,46170,,0
94482,suzuki25,,57,23563,,0
94483,bajaj,,46,45474,,0
94484,bajaj1,,38,32675,,0
94485,honda,,53,33684,,0
94486,suzuki,,52,40081,,0
94487,suzuki25,,20,41905,,0
94488,bajaj,,48,25721,,0
94489,bajaj1,,28,40423,,0
94490,honda,,20,30945,,0
94491,suzuki,,27,34568,,0
94492,suzuki25,,25,46403,,0
94493,bajaj,,38,46971,,0
94494,bajaj1,,44,24416,,0
94495,honda,,56,40498,,0
94496,suzuki,,23,45528,,0
94497,suzuki25,,20,49115,,0
94498,bajaj,,64,29944,,0
94499,bajaj1,,42,46683,,0
94500,honda,,22,39379,,0
94501,suzuki,,57,50296,,0
94502,suzuki25,,23,35732,,0
94503,bajaj,,45,20949,,0
94504,bajaj1,,35,43794,,0
94505,honda,,41,25380,,0
94506,suzuki,,62,43173,,0
94507,suzuki25,,25,25239,,0
94508,bajaj,,53,45113,,0
94509,bajaj1,,55,52375,,0
94510,honda,,52,39840,,0
94511,suzuki,,45,38073,,0
94512,suzuki25,,29,40749,,0
94513,bajaj,,57,22254,,0
94514,bajaj1,,20,42110,,0
94515,honda,,26,43258,,0
94516,suzuki,,60,51097,,0
94517,suzuki25,,58,40999,,0
94518,bajaj,,23,43579,,0
94519,bajaj1,,52,24378,,0
94520,honda,,32,37228,,0
94521,suzuki,,30,49318,,0
94522,suzuki25,,27,33111,,0
94523,bajaj,,48,28928,,0
94524,bajaj1,,27,52057,,0
94525,honda,,39,36275,,0
94526,suzuki,,24,49752,,0
94527,suzuki25,,20,39925,,0
94528,bajaj,,45,35158,,0
94529,bajaj1,,20,27641,,0
94530,honda,,24,45125,,0
94531,suzuki,,64,48230,,0
94532,suzuki25,,48,37661,,0
94533,bajaj,,46,45577,,0
94534,bajaj1,,64,44845,,0
94535,honda,,60,30662,,0
94536,suzuki,,60,25262,,0
94537,suzuki25,,21,39637,,0
94538,bajaj,,30,51870,,0
94539,bajaj1,,43,30507,,0
94540,honda,,37,45772,,0
94541,suzuki,,37,51253,,0
94542,suzuki25,,56,52271,,0
94543,bajaj,,57,45516,,0
94544,bajaj1,,20,40315,,0
94545,honda,,21,21862,,0
94546,suzuki,,45,25078,,0
94547,suzuki25,,65,51081,,0
94548,bajaj,,38,51848,,0
94549,bajaj1,,28,31110,,0
94550,honda,,44,21778,,0
94551,suzuki,,45,27491,,0
94552,suzuki25,,31,44545,,0
94553,bajaj,,66,47641,,0
94554,bajaj1,,61,20515,,0
94555,honda,,65,24064,,0
94556,suzuki,,60,22201,,0
94557,suzuki25,,23,44423,,0
94558,bajaj,,30,46541,,0
94559,bajaj1,,36,30760,,0
